STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,state,county,tract,tract_name,total_population,total_population_moe,asian_alone,asian_alone_moe,asian_share_pct,chinese_except_taiwanese,chinese_except_taiwanese_moe,taiwanese_alone,taiwanese_alone_moe,chinese_total_estimate,chinese_total_moe,chinese_estimate_lower,chinese_estimate_upper,chinese_relative_moe,chinese_estimate_reliability,chinese_share_pct,chinese_share_of_asian_pct,median_household_income,median_household_income_moe,income_relative_moe,income_top_coded,competitors_within_1_mile,competitors_within_3_miles,expanded_competitors_within_1_mile,expanded_competitors_within_3_miles,additional_competitors_within_1_mile,additional_competitors_within_3_miles,chinese_population_rank,chinese_share_rank,income_rank,demand_component,baseline_competition_component,expanded_competition_component,baseline_score,expanded_score,baseline_rank,expanded_rank,rank_change,in_baseline_top_20,in_expanded_top_20,competition_robustness
06,037,480702,06037480702,1400000US06037480702,4807.02,Census Tract 4807.02,G5020,S,2175988,0,+34.1049415,-118.1699087,06,037,480702,Census Tract 4807.02; Los Angeles County; California,4722,362,2257,356,47.8,1224,346,19,27,1243,347.0518693221519,895.9481306778481,1590.051869322152,0.2792050437024552,more_reliable,26.32,55.07,194023.0,35157.0,0.1812001669905114,False,1,15,1,24,0,9,0.9045643153526971,0.8775933609958506,0.9429460580912863,0.8937759336099584,0.42676348547717846,0.4729253112033195,81.02,81.94,34,27,-7,False,False,outside_top_20
06,037,480703,06037480703,1400000US06037480703,4807.03,Census Tract 4807.03,G5020,S,1134055,1122,+34.1101198,-118.1628752,06,037,480703,Census Tract 4807.03; Los Angeles County; California,3883,605,1676,424,43.16,869,305,31,49,900,308.91099041633333,591.0890095836667,1208.910990416333,0.3432344337959259,more_reliable,23.18,53.7,169844.0,45515.0,0.267981206283413,False,2,16,3,27,1,11,0.8537344398340249,0.8651452282157677,0.9045643153526971,0.858298755186722,0.3227178423236515,0.32209543568464727,76.04,76.03,74,66,-8,False,False,outside_top_20
06,037,267902,06037267902,1400000US06037267902,2679.02,Census Tract 2679.02,G5020,S,778072,0,+34.0475522,-118.4201983,06,037,267902,Census Tract 2679.02; Los Angeles County; California,3837,575,599,204,15.61,237,78,20,18,257,80.049984384758,176.950015615242,337.049984384758,0.3114785384620934,more_reliable,6.7,42.9,153833.0,39305.0,0.2555043456215506,False,4,18,4,32,0,14,0.5695020746887967,0.5860995850622407,0.8485477178423236,0.5761410788381742,0.2057053941908714,0.2511410788381743,55.65,56.56,398,377,-21,False,False,outside_top_20
06,037,269903,06037269903,1400000US06037269903,2699.03,Census Tract 2699.03,G5020,S,283825,0,+34.0209031,-118.4064763,06,037,269903,Census Tract 2699.03; Los Angeles County; California,3601,409,786,248,21.83,245,145,4,7,249,145.16886718577092,103.83113281422908,394.1688671857709,0.5830074987380358,usable_with_caution,6.91,31.68,101524.0,14268.0,0.1405381978645443,False,3,17,4,27,1,10,0.5622406639004149,0.5995850622406639,0.487551867219917,0.5771784232365145,0.2511410788381742,0.28475103734439833,49.4,50.08,524,511,-13,False,False,outside_top_20
06,037,269905,06037269905,1400000US06037269905,2699.05,Census Tract 2699.05,G5020,S,238027,0,+34.0218574,-118.4018807,06,037,269905,Census Tract 2699.05; Los Angeles County; California,2188,211,554,177,25.32,52,39,45,48,97,61.84658438426491,35.15341561573509,158.8465843842649,0.63759365344603,usable_with_caution,4.43,17.51,108611.0,14509.0,0.1335868374289897,False,3,17,4,27,1,10,0.24688796680497926,0.4237551867219917,0.5695020746887967,0.3176348547717842,0.2511410788381742,0.28475103734439833,35.47,36.14,736,730,-6,False,False,outside_top_20
06,037,271902,06037271902,1400000US06037271902,2719.02,Census Tract 2719.02,G5020,S,924201,0,+34.0096289,-118.4316771,06,037,271902,Census Tract 2719.02; Los Angeles County; California,3991,461,436,137,10.92,172,73,10,15,182,74.52516353554684,107.47483646445316,256.5251635355468,0.4094789205249826,more_reliable,4.56,41.74,105288.0,10578.0,0.1004672897196261,False,0,19,0,27,0,8,0.4538381742738589,0.4413900414937759,0.5425311203319502,0.4488589211618257,0.46846473029045643,0.5260373443983403,47.15,48.3,561,548,-13,False,False,outside_top_20
06,037,272202,06037272202,1400000US06037272202,2722.02,Census Tract 2722.02,G5020,S,309580,0,+33.9975532,-118.4391489,06,037,272202,Census Tract 2722.02; Los Angeles County; California,3143,495,345,138,10.98,47,53,27,42,74,67.62396025078685,6.376039749213149,141.6239602507869,0.9138373006863088,usable_with_caution,2.35,21.45,105111.0,18208.0,0.1732263987594067,False,2,13,2,20,0,7,0.1628630705394191,0.19398340248962656,0.5383817427385892,0.17531120331950206,0.4011410788381743,0.4658713692946058,29.31,30.6,811,797,-14,False,False,outside_top_20
06,037,271801,06037271801,1400000US06037271801,2718.01,Census Tract 2718.01,G5020,S,479928,0,+34.0167262,-118.4182342,06,037,271801,Census Tract 2718.01; Los Angeles County; California,3589,428,493,198,13.74,91,71,0,14,91,72.3671196055225,18.632880394477496,163.3671196055225,0.7952430725881594,usable_with_caution,2.54,18.46,95096.0,26157.0,0.2750588878606881,False,2,19,3,27,1,8,0.2245850622406639,0.22562240663900415,0.40975103734439833,0.225,0.27634854771784234,0.32209543568464727,27.22,28.14,837,830,-7,False,False,outside_top_20
06,037,221810,06037221810,1400000US06037221810,2218.10,Census Tract 2218.10,G5020,S,304336,0,+34.0306568,-118.2923015,06,037,221810,Census Tract 2218.10; Los Angeles County; California,2266,356,639,154,28.2,237,106,0,14,237,106.92053123698928,130.0794687630107,343.9205312369893,0.451141482012613,more_reliable,10.46,37.09,33000.0,5792.0,0.1755151515151515,False,5,51,6,66,1,15,0.5383817427385892,0.7126556016597511,0.013485477178423237,0.608091286307054,0.04792531120331951,0.10695020746887965,37.71,38.89,705,685,-20,False,False,outside_top_20
06,037,262400,06037262400,1400000US06037262400,2624,Census Tract 2624,G5020,S,11268733,0,+34.0918093,-118.5086270,06,037,262400,Census Tract 2624; Los Angeles County; California,2816,405,233,114,8.27,91,76,25,40,116,85.88364221433555,30.116357785664448,201.8836422143356,0.7403762259856513,usable_with_caution,4.12,49.79,250001.0,,,True,0,0,0,0,0,0,0.3049792531120332,0.3921161825726141,0.9948132780082988,0.3398340248962656,0.929045643153527,0.9436721991701245,58.87,59.16,326,323,-3,False,False,outside_top_20
